name_allsides,url_as,bias_as,agree_as,disagree_as,agree_ratio_as,agree_desc_as,orig_name_as,unique_id_as,news_link,bias_mbfc,reporting_mbfc,country_mbfc,references_mbfc,orig_name_mbfc,unique_id_mbfc,name_mbfc
,,,,,,,,,https://mediabiasfactcheck.com/electronic-intifada/,left,mostly factual,united states,"323,143",electronic intifada,1234.0,electronic intifada
,,,,,,,,,https://mediabiasfactcheck.com/emerging-europe/,left-center,mostly factual,united kingdom,0,emerging europe,1235.0,emerging europe
,,,,,,,,,https://mediabiasfactcheck.com/expressen/,right-center,mostly factual,sweden,0,expressen,1237.0,expressen
,,,,,,,,,https://mediabiasfactcheck.com/fake-hate-crimes/,right,mostly factual,united states,"5,275",fake hate crimes,1238.0,fake hate crimes
,,,,,,,,,https://mediabiasfactcheck.com/financial-post/,right-center,mostly factual,canada,"221,789",financial post,1239.0,financial post
,,,,,,,,,https://mediabiasfactcheck.com/finnish-news/,left,mostly factual,finland,0,finnish news,1240.0,finnish news
,,,,,,,,,https://mediabiasfactcheck.com/first-coast-news/,center,mostly factual,united states,0,first coast news,1241.0,first coast news
,,,,,,,,,https://mediabiasfactcheck.com/foreign-policy-research-institute/,right-center,mostly factual,united states,"55,132",foreign policy research institute,1243.0,foreign policy research institute
,,,,,,,,,https://mediabiasfactcheck.com/fox-business/,right-center,mostly factual,united states,"452,956",fox business,1244.0,fox business
,,,,,,,,,https://mediabiasfactcheck.com/front-page-live/,left,mostly factual,united states,51,front page live,1245.0,front page live
,,,,,,,,,https://mediabiasfactcheck.com/goteborgs-posten/,right-center,mostly factual,sweden,0,goteborgs-posten,1246.0,gotes-posten
,,,,,,,,,https://mediabiasfactcheck.com/huffington-post/,left,mostly factual,united states,"15,441,793",huffington post,1248.0,huffington post
,,,,,,,,,https://mediabiasfactcheck.com/human-progress/,right-center,mostly factual,united states,"82,262",human progress,1249.0,human progress
,,,,,,,,,https://mediabiasfactcheck.com/in-these-times/,left,mostly factual,united states,"879,984",in these times,1250.0,in these times
,,,,,,,,,https://mediabiasfactcheck.com/independent-sentinel/,right,mostly factual,united states,"191,942",independent sentinel,1251.0,independent sentinel
,,,,,,,,,https://mediabiasfactcheck.com/india-com/,right-center,mostly factual,india,0,india.com,1252.0,india
,,,,,,,,,https://mediabiasfactcheck.com/intellectual-takeout/,right,mostly factual,united states,"236,432",intellectual takeout,1253.0,intellectual takeout
,,,,,,,,,https://mediabiasfactcheck.com/just-facts/,right-center,mostly factual,united states,"4,540",just facts,1254.0,just facts
,,,,,,,,,https://mediabiasfactcheck.com/kdvr-tv/,center,mostly factual,united states,0,kdvr-tv,1255.0,kdvr-tv
,,,,,,,,,https://mediabiasfactcheck.com/lgbtq-nation/,left,mostly factual,united states,"1,288,042",lgbtq nation,1257.0,lgbtq nation
,,,,,,,,,https://mediabiasfactcheck.com/listverse/,right-center,mostly factual,united kingdom,"135,925",listverse,1258.0,listverse
,,,,,,,,,https://mediabiasfactcheck.com/london-free-press/,right-center,mostly factual,canada,"984,418",london free press,1259.0,london free press
,,,,,,,,,https://mediabiasfactcheck.com/nation-of-change/,left,mostly factual,united states,"169,438",nation of change,1261.0,nation of change
,,,,,,,,,https://mediabiasfactcheck.com/natural-resources-defense-council/,left,mostly factual,united states,"462,059",natural resources defense council,1263.0,natural resources defense council
,,,,,,,,,https://mediabiasfactcheck.com/news-and-guts/,left-center,mostly factual,united states,"6,685",news and guts,1264.0,news and guts
,,,,,,,,,https://mediabiasfactcheck.com/news-and-news/,center,mostly factual,united states,"3,725",news and news,1265.0,news and news
,,,,,,,,,https://mediabiasfactcheck.com/news-com-au/,right-center,mostly factual,australia,"13,230,362",news.com.au,1266.0,news.au
,,,,,,,,,https://mediabiasfactcheck.com/north99/,left,mostly factual,canada,940,north99,1268.0,north99
,,,,,,,,,https://mediabiasfactcheck.com/pink-news/,left,mostly factual,united kingdom,"317,147",pinknews,1269.0,pinknews
,,,,,,,,,https://mediabiasfactcheck.com/pluralist/,right,mostly factual,united states,527,pluralist,1270.0,pluralist
,,,,,,,,,https://mediabiasfactcheck.com/radio-free-europe-radio-liberty/,center,mostly factual,united states,"896,717",radio free europe / radio liberty,1271.0,radio free europe / radio liberty
,,,,,,,,,https://mediabiasfactcheck.com/real-clear-investigations/,right-center,mostly factual,united states,"39,690",real clear investigations,1272.0,real clear investigations
,,,,,,,,,https://mediabiasfactcheck.com/right-wing-watch/,left,mostly factual,united states,"661,998",right wing watch,1274.0,right wing watch
,,,,,,,,,https://mediabiasfactcheck.com/second-nexus/,left-center,mostly factual,united states,"14,626",second nexus,1275.0,second nexus
,,,,,,,,,https://mediabiasfactcheck.com/shondaland/,left,mostly factual,united states,0,shondaland,1276.0,shondaland
,,,,,,,,,https://mediabiasfactcheck.com/southern-patriot-news/,right,mostly factual,united states,4,southern patriot news,1277.0,southern patriot news
,,,,,,,,,https://mediabiasfactcheck.com/talking-points-memo/,left,mostly factual,united states,"6,366,737",talking points memo,1278.0,talking points memo
,,,,,,,,,https://mediabiasfactcheck.com/tax-foundation/,right-center,mostly factual,united states,"491,857",tax foundation,1279.0,tax foundation
,,,,,,,,,https://mediabiasfactcheck.com/the-blue-route/,left,mostly factual,united states,6,the blue route,1281.0,the blue route
,,,,,,,,,https://mediabiasfactcheck.com/the-ghion-journal/,left,mostly factual,united states,"20,954",the ghion journal,1282.0,the ghion journal
,,,,,,,,,https://mediabiasfactcheck.com/the-london-economic/,left,mostly factual,united kingdom,"29,239",the london economic,1284.0,the london economic
,,,,,,,,,https://mediabiasfactcheck.com/the-morning-star/,left,mostly factual,united kingdom,"180,558",the morning star,1285.0,the morning star
,,,,,,,,,https://mediabiasfactcheck.com/the-spectator-uk/,right-center,mostly factual,united kingdom,"3,074,835",the spectator (uk),1287.0,the spectator (uk)
,,,,,,,,,https://mediabiasfactcheck.com/the-straits-times/,right-center,mostly factual,singapore,"3,422,780",the straits times,1288.0,the straits times
,,,,,,,,,https://mediabiasfactcheck.com/thegrio/,left,mostly factual,united states,"464,637",thegrio,1289.0,thegrio
,,,,,,,,,https://mediabiasfactcheck.com/toronto-sun/,right,mostly factual,canada,"543,426",toronto sun,1290.0,toronto sun
,,,,,,,,,https://mediabiasfactcheck.com/tribunist/,right,mostly factual,united states,"1,021",tribunist,1291.0,tribunist
,,,,,,,,,http://mediabiasfactcheck.com/washington-monthly/,left,high,united states,0,washington journal (not c-span),1295.0,washington journal (not c-span)
,,,,,,,,,https://mediabiasfactcheck.com/1010-wins-am/,center,high,united states,0,1010 wins am,1296.0,1010 wins am
,,,,,,,,,https://mediabiasfactcheck.com/12-news-kpnx/,center,high,united states,0,12 news kpnx,1297.0,12 news kpnx
,,,,,,,,,https://mediabiasfactcheck.com/38-north/,center,high,united states,"82,340",38 north,1298.0,38 north
,,,,,,,,,https://mediabiasfactcheck.com/680-news/,center,high,canada,"410,703",680 news,1299.0,680 news
,,,,,,,,,https://mediabiasfactcheck.com/71-republic/,right-center,high,united states,"19,485",71 republic,1300.0,71 republic
,,,,,,,,,https://mediabiasfactcheck.com/9-news-australia/,right-center,high,australia,"712,940",9 news (australia),1301.0,9 news (australia)
,,,,,,,,,https://mediabiasfactcheck.com/972-magazine/,left-center,high,israel,"222,307",972 magazine,1302.0,972 magazine
,,,,,,,,,https://mediabiasfactcheck.com/abc-news-australia/,left-center,high,australia,"5,532,550",abc news australia,1303.0,abc news australia
,,,,,,,,,https://mediabiasfactcheck.com/abc11-eyewitness-news/,left-center,high,united states,"163,789",abc11 eyewitness news,1305.0,abc11 eyewitness news
,,,,,,,,,https://mediabiasfactcheck.com/abc12-news-wjrt/,center,high,united states,nan,abc12/wjrt-tv,1306.0,abc12/wjrt-tv
,,,,,,,,,https://mediabiasfactcheck.com/abs-cbn-news/,center,high,philippines,"671,838",abs-cbn,1308.0,abs-cbn
,,,,,,,,,https://mediabiasfactcheck.com/advocate/,left,high,united states,"484,781",the advocate,1309.0,the advocate
,,,,,,,,,https://mediabiasfactcheck.com/aeon/,left-center,high,united kingdom,"207,882",aeon,1310.0,aeon
,,,,,,,,,https://mediabiasfactcheck.com/affinity-magazine/,left-center,high,united states,"37,114",affinity magazine,1311.0,affinity magazine
,,,,,,,,,https://mediabiasfactcheck.com/afp-agence-france-presse/,center,high,france,"2,117,406",agence france-presse (afp),1312.0,agence france-presse (afp)
,,,,,,,,,https://mediabiasfactcheck.com/africa-news/,center,high,congo - brazzaville,"3,561,718",africa news,1313.0,africa news
,,,,,,,,,https://mediabiasfactcheck.com/african-arguments/,left-center,high,united kingdom,"75,962",african arguments,1314.0,african arguments
,,,,,,,,,https://mediabiasfactcheck.com/against-crony-capitialism/,right,high,united states,"11,497",against crony capitalism,1315.0,against crony capitalism
,,,,,,,,,https://mediabiasfactcheck.com/agenzia-nazionale-stampa-associata-ansa/,center,high,italy,"5,565,850",agenzia nazionale stampa associata (ansa),1316.0,agenzia nazionale stampa associata (ansa)
,,,,,,,,,https://mediabiasfactcheck.com/agerpres/,center,high,romania,"2,909,541",agerpres,1317.0,agerpres
,,,,,,,,,https://mediabiasfactcheck.com/airwars/,center,high,united states,"33,321",airwars,1318.0,airwars
,,,,,,,,,https://mediabiasfactcheck.com/akkadian-times/,left,high,united states,523,akkadian times,1319.0,akkadian times
,,,,,,,,,https://mediabiasfactcheck.com/akron-beacon-journal/,left-center,high,united states,360,akron beacon journal,1320.0,akron beacon journal
,,,,,,,,,https://mediabiasfactcheck.com/al-arabiya/,center,high,saudi arabia,"3,542,107",al arabiya,1321.0,al arabiya
,,,,,,,,,https://mediabiasfactcheck.com/al-bawaba/,center,high,jordan,"1,063,901",al bawaba,1322.0,al bawaba
,,,,,,,,,https://mediabiasfactcheck.com/al-com-alabama-news/,right-center,high,united states,"3,170,619",al.com (alabama news),1323.0,al (alabama news)
,,,,,,,,,https://mediabiasfactcheck.com/al-hayat/,left-center,high,united arab emirates,"376,686",al-hayat,1324.0,al-hayat
,,,,,,,,,https://mediabiasfactcheck.com/al-majalla/,center,high,united kingdom,"4,378",al majalla,1325.0,al majalla
,,,,,,,,,https://mediabiasfactcheck.com/al-monitor/,left-center,high,united states,"217,900",al monitor,1326.0,al monitor
,,,,,,,,,https://mediabiasfactcheck.com/alabama-political-reporter/,center,high,united states,"80,359",alabama political reporter,1327.0,alabama political reporter
,,,,,,,,,https://mediabiasfactcheck.com/alabama-today/,center,high,united states,"1,476",alabama today,1328.0,alabama today
,,,,,,,,,https://mediabiasfactcheck.com/alan-guttmacher-institute/,left-center,high,united states,"47,283",alan guttmacher institute,1329.0,alan guttmacher institute
,,,,,,,,,https://mediabiasfactcheck.com/alaska-dispatch-news/,left-center,high,united states,"290,439",alaska dispatch news,1330.0,alaska dispatch news
,,,,,,,,,https://mediabiasfactcheck.com/albany-times-union/,left-center,high,united states,"1,206,234",albany times-union,1332.0,albany times-union
,,,,,,,,,https://mediabiasfactcheck.com/alberta-views-bias/,left-center,high,canada,"2,429",alberta views,1333.0,alberta views
,,,,,,,,,https://mediabiasfactcheck.com/albuquerque-journal/,right-center,high,united states,"402,312",albuquerque journal,1334.0,albuquerque journal
,,,,,,,,,https://mediabiasfactcheck.com/all-generalizations-are-false-ad-fontes-media/,center,high,united states,453,ad fontes media,1335.0,ad fontes media
,,,,,,,,,https://mediabiasfactcheck.com/allgov/,left-center,high,united states,"197,970",allgov,1336.0,allgov
,,,,,,,,,https://mediabiasfactcheck.com/alliance-for-justice-afj/,left,high,united states,"137,870",alliance for justice (afj),1337.0,alliance for justice (afj)
,,,,,,,,,https://mediabiasfactcheck.com/alliance-securing-democracy/,center,high,united states,"2,917",alliance for securing democracy,1338.0,alliance for securing democracy
,,,,,,,,,https://mediabiasfactcheck.com/allied-progress/,left-center,high,united states,424,allied progress,1339.0,allied progress
,,,,,,,,,https://mediabiasfactcheck.com/am-new-york/,left-center,high,united states,"1,543,565",am new york,1340.0,am new york
,,,,,,,,,https://mediabiasfactcheck.com/amandla/,left,high,south africa,"5,168",amandla,1341.0,amandla
,,,,,,,,,https://mediabiasfactcheck.com/amarillo-globe-news/,center,high,united states,"94,251",amarillo globe-news,1342.0,amarillo globe-news
,,,,,,,,,https://mediabiasfactcheck.com/america-magazine/,left-center,high,united states,"186,574",america magazine,1343.0,america magazine
,,,,,,,,,https://mediabiasfactcheck.com/america-rising-pac/,right,high,united states,"15,020",america rising pac,1344.0,america rising pac
,,,,,,,,,https://mediabiasfactcheck.com/americablog/,left,high,united states,"1,392,226",america blog,1345.0,america blog
,,,,,,,,,https://mediabiasfactcheck.com/american-affairs-journal/,right-center,high,united states,"12,949",american affairs journal,1346.0,american affairs journal
,,,,,,,,,https://mediabiasfactcheck.com/american-council-on-science-and-health/,right-center,high,united states,"108,248",american council on science and health (acsh),1347.0,american council on science and health (acsh)
,,,,,,,,,https://mediabiasfactcheck.com/american-firearms-institute/,right-center,high,united states,"2,205",american firearms institute,1348.0,american firearms institute
,,,,,,,,,https://mediabiasfactcheck.com/american-heritage/,center,high,united states,"98,684",american heritage,1349.0,american heritage
,,,,,,,,,https://mediabiasfactcheck.com/american-immigration-council/,left-center,high,united states,"70,632",american immigration council,1350.0,american immigration council
,,,,,,,,,https://mediabiasfactcheck.com/american-institute-for-economic-research/,right-center,high,united states,"4,815",american institute for economic research,1351.0,american institute for economic research
,,,,,,,,,https://mediabiasfactcheck.com/american-public-media/,left-center,high,united states,"675,248",american public media,1352.0,american public media
,,,,,,,,,https://mediabiasfactcheck.com/american-united-separation-church-state/,left,high,united states,"388,691",americans united for separation of church and state,1353.0,americans united for separation of church and state
,,,,,,,,,https://mediabiasfactcheck.com/americas-quarterly/,right-center,high,united states,"183,028",americas quarterly,1354.0,americas quarterly
,,,,,,,,,https://mediabiasfactcheck.com/amnesty-international/,left-center,high,united kingdom,"3,667,337",amnesty international,1355.0,amnesty international
,,,,,,,,,https://mediabiasfactcheck.com/anderson-independent-mail/,center,high,united states,0,anderson independent mail,1356.0,anderson independent mail
,,,,,,,,,https://mediabiasfactcheck.com/angry-white-men/,left,high,united states,"31,454",angry white men,1357.0,angry white men
,,,,,,,,,https://mediabiasfactcheck.com/anniston-star/,left-center,high,united states,"41,995",anniston star,1358.0,anniston star
,,,,,,,,,https://mediabiasfactcheck.com/anti-defamation-league/,left-center,high,united states,"1,408,540",anti-defamation league (adl),1359.0,anti-defamation league (adl)
,,,,,,,,,https://mediabiasfactcheck.com/anti-fascist-news/,left,high,united states,"5,733",anti-fascist news,1360.0,anti-fascist news
,,,,,,,,,https://mediabiasfactcheck.com/aol/,left-center,high,united states,"30,319,399",aol,1361.0,aol
,,,,,,,,,https://mediabiasfactcheck.com/apm-reports/,left-center,high,united states,"4,054",apm reports,1362.0,apm reports
,,,,,,,,,https://mediabiasfactcheck.com/ara-news/,left-center,high,syria,"43,805",ara news,1363.0,ara news
,,,,,,,,,https://mediabiasfactcheck.com/arab-news/,right-center,high,saudi arabia,"1,115,389",arab news,1364.0,arab news
,,,,,,,,,https://mediabiasfactcheck.com/arc-digital/,center,high,united states,0,arc digital,1365.0,arc digital
,,,,,,,,,https://mediabiasfactcheck.com/arizona-capitol-times/,center,high,united states,"177,034",arizona capitol times,1366.0,arizona capitol times
,,,,,,,,,https://mediabiasfactcheck.com/arizona-daily-star/,left-center,high,united states,"1,758,081",arizona daily star,1367.0,arizona daily star
,,,,,,,,,https://mediabiasfactcheck.com/arizona-daily-sun/,left-center,high,united states,"58,255",arizona daily sun,1368.0,arizona daily sun
