name_mbfc,news_link,bias_mbfc,reporting_mbfc,country_mbfc,references_mbfc
great falls tribune,https://mediabiasfactcheck.com/great-falls-tribune/,center,high,united states,"943,892"
green bay press-gazette,https://mediabiasfactcheck.com/green-bay-press-gazette/,center,high,united states,"949,961"
greentech media,https://mediabiasfactcheck.com/greentech-media/,left-center,high,united states,"158,742"
greenville news,https://mediabiasfactcheck.com/greenville-news/,center,high,united states,"1,132,137"
grit post,https://mediabiasfactcheck.com/grit-post/,left,high,united states,"7,064"
group of thirty,https://mediabiasfactcheck.com/group-of-thirty/,center,high,united states,"47,111"
guardian liberty voice,https://mediabiasfactcheck.com/guardian-liberty-voice/,left,high,united states,"224,300"
gulf news,https://mediabiasfactcheck.com/gulf-news/,right-center,high,united arab emirates,"991,254"
gun violence archive,https://mediabiasfactcheck.com/gun-violence-archive/,left-center,high,united states,"240,068"
guns,https://mediabiasfactcheck.com/guns-com/,right-center,high,united states,"82,310"
haaretz,https://mediabiasfactcheck.com/haaretz/,left,high,israel,"7,203,869"
hanford sentinel,https://mediabiasfactcheck.com/hanford-sentinel-bias-rating/,center,high,united states,"9,653"
harper's magazine,https://mediabiasfactcheck.com/harpers/,left-center,high,united states,"824,053"
harvard gazette,https://mediabiasfactcheck.com/harvard-gazette/,center,high,united states,"3,398"
harvard political review,https://mediabiasfactcheck.com/harvard-political-review/,left-center,high,united states,"17,301"
healio,https://mediabiasfactcheck.com/healio/,pro-science,high,united states,
healthcare finance news,https://mediabiasfactcheck.com/healthcare-finance-news/,center,high,united states,"204,610"
healthline,https://mediabiasfactcheck.com/healthline/,pro-science,high,united states,"389,862"
healthyway,https://mediabiasfactcheck.com/healthyway/,left-center,high,united states,"3,448"
helsingin sanomat,https://mediabiasfactcheck.com/helsingin-sanomat/,left-center,high,finland,0
helsinki times,https://mediabiasfactcheck.com/helsinki-times/,left-center,high,finland,"97,603"
herald & review,https://mediabiasfactcheck.com/herald-review-illinois/,center,high,united states,"12,315"
herald sun (aus),https://mediabiasfactcheck.com/herald-sun/,right-center,high,australia,"2,262,714"
heterodox academy,https://mediabiasfactcheck.com/heterodox-academy/,right-center,high,united states,"228,472"
high country news,https://mediabiasfactcheck.com/high-country-news/,left-center,high,united states,"165,408"
high point enterprise,https://mediabiasfactcheck.com/high-point-enterprise/,right-center,high,united states,"3,801"
highline,https://mediabiasfactcheck.com/highline/,left-center,high,united states,"4,062,911"
hill reporter,https://mediabiasfactcheck.com/hill-reporter/,left,high,united states,"19,107"
hindustan times,https://mediabiasfactcheck.com/hindustan-times/,left-center,high,,"7,372,177"
history news network,https://mediabiasfactcheck.com/history-news-network/,left-center,high,united states,"100,862"
hollywood reporter,https://mediabiasfactcheck.com/hollywood-reporter/,left-center,high,united states,"3,250,767"
homeland security news wire,https://mediabiasfactcheck.com/homeland-security-news-wire/,center,high,united states,"203,837"
honest reporting,https://mediabiasfactcheck.com/honest-reporting/,right-center,high,united states,"208,671"
honolulu star-advertiser,https://mediabiasfactcheck.com/honolulu-star-advertiser/,left-center,high,united states,"876,756"
hoover institution,https://mediabiasfactcheck.com/hoover-institution/,right-center,high,united states,"284,742"
hudson institute,https://mediabiasfactcheck.com/hudson-institute/,right,high,united states,"224,976"
human rights campaign,https://mediabiasfactcheck.com/human-rights-campaign/,left,high,united states,"543,038"
human rights watch,https://mediabiasfactcheck.com/human-rights-watch/,left-center,high,united states,"1,516,726"
humanium,https://mediabiasfactcheck.com/humanium/,left-center,high,switzerland,"4,005"
hurriyet daily news,https://mediabiasfactcheck.com/hurriyet-daily-news/,left-center,high,turkey,"2,400,729"
i24 news,https://mediabiasfactcheck.com/i24-news/,center,high,israel,"12,108"
ice news,https://mediabiasfactcheck.com/ice-news/,left-center,high,iceland,"52,458"
icitizen,https://mediabiasfactcheck.com/icitizen/,center,high,united states,355
if america knew,https://mediabiasfactcheck.com/if-america-knew/,left-center,high,united states,"189,372"
janes 360,https://mediabiasfactcheck.com/ihs-janes-360/,center,high,united kingdom,"508,081"
illinois policy institute,https://mediabiasfactcheck.com/illinois-policy-institute/,right,high,united states,"115,204"
imediaethics,https://mediabiasfactcheck.com/imediaethics/,center,high,united states,"29,279"
in defence of marxism,https://mediabiasfactcheck.com/in-defence-of-marxism/,left,high,united kingdom,"410,072"
in homeland security,https://mediabiasfactcheck.com/in-homeland-security/,right-center,high,united states,"100,296"
independent australia,https://mediabiasfactcheck.com/independent-australia/,left-center,high,australia,"71,950"
independent media center,https://mediabiasfactcheck.com/independent-media-center/,left-center,high,united states,"4,415,343"
independent record (montana),https://mediabiasfactcheck.com/independent-record-montana/,center,high,united states,"34,763"
independent women's forum,https://mediabiasfactcheck.com/independent-womens-forum-iwf/,right,high,united states,"52,315"
india today,https://mediabiasfactcheck.com/india-today/,center,high,india,"889,956"
indianapolis star,https://mediabiasfactcheck.com/indianapolis-star/,center,high,united states,"1,048,386"
inequality media,https://mediabiasfactcheck.com/inequality-media/,left,high,united states,544
inews,https://mediabiasfactcheck.com/inews/,left-center,high,united kingdom,"2,479,191"
influence watch,https://mediabiasfactcheck.com/influence-watch/,right,high,united states,"8,002"
infobae,https://mediabiasfactcheck.com/infobae/,left-center,high,argentina,0
informedment (juan cole),https://mediabiasfactcheck.com/informed-comment/,left,high,united states,"2,997,222"
inforum (the forum of fargo-moorhead),https://mediabiasfactcheck.com/inforum-the-forum-fargo-moorhead-bias-rating/,right-center,high,united states,"430,554"
inland valley bulletin,https://mediabiasfactcheck.com/inland-valley-daily-bulletin/,center,high,united states,"237,338"
inquisitr,https://mediabiasfactcheck.com/inquisitr/,left-center,high,united states,"1,630,466"
inside edition,https://mediabiasfactcheck.com/inside-edition/,left-center,high,united states,"399,761"
inside higher ed,https://mediabiasfactcheck.com/inside-higher-ed/,left-center,high,united states,"1,601,473"
insideclimate news,https://mediabiasfactcheck.com/insideclimate-news/,left-center,high,united states,"286,588"
insidesources,https://mediabiasfactcheck.com/insidesources/,right-center,high,united states,"3,525"
institute for humane studies,https://mediabiasfactcheck.com/institute-for-humane-studies/,right-center,high,united states,"5,301"
institute for middle east understanding,https://mediabiasfactcheck.com/institute-for-middle-east-understanding-imeu/,left-center,high,united states,"27,830"
institute on taxation and economic policy (itep),https://mediabiasfactcheck.com/institute-on-taxation-and-economic-policy-itep/,left-center,high,united states,"33,454"
institute for policy studies,https://mediabiasfactcheck.com/institute-policy-studies/,left,high,united states,"192,354"
international center for research on women,https://mediabiasfactcheck.com/international-center-for-research-on-women/,left-center,high,united states,"72,444"
international crisis group,https://mediabiasfactcheck.com/international-crisis-group/,left-center,high,united states,"312,267"
international energy agency,https://mediabiasfactcheck.com/international-energy-agency-iea/,center,high,united states,"931,409"
international rescuemittee,https://mediabiasfactcheck.com/international-rescue-committee-irc/,center,high,united states,"255,118"
inverse,https://mediabiasfactcheck.com/inverse/,left-center,high,united states,"53,137"
investopedia,https://mediabiasfactcheck.com/investopedia/,center,high,united states,"630,584"
iowa starting line,https://mediabiasfactcheck.com/iowa-starting-line/,left,high,united states,"26,421"
ipolitics,https://mediabiasfactcheck.com/ipolitics/,left-center,high,canada,"149,985"
irin news,https://mediabiasfactcheck.com/irin-news/,left-center,high,kenya,"423,225"
irish independent,https://mediabiasfactcheck.com/irish-independent/,right-center,high,ireland,"1,159,348"
israel hayom,https://mediabiasfactcheck.com/israel-hayom/,right-center,high,israel,"59,724"
issues in science and technology,https://mediabiasfactcheck.com/issues-in-science-and-technology/,pro-science,high,united states,0
itv news,https://mediabiasfactcheck.com/itv-news/,right-center,high,united kingdom,"1,722,579"
jackson free press,https://mediabiasfactcheck.com/jackson-free-press/,left-center,high,united states,"158,410"
jackson sun,https://mediabiasfactcheck.com/jackson-sun/,center,high,united states,"545,648"
japan times,https://mediabiasfactcheck.com/japan-times/,center,high,japan,"2,837,365"
japan today,https://mediabiasfactcheck.com/japan-today/,right-center,high,japan,"306,429"
jewish jounral,https://mediabiasfactcheck.com/jewish-journal/,right-center,high,united states,"24,137"
jewish news syndicate,https://mediabiasfactcheck.com/jewish-news-syndicate-jns/,right-center,high,israel,"53,986"
jewish policy center,https://mediabiasfactcheck.com/jewish-policy-center/,right,high,united states,"17,461"
jewish telegraphic agency (jta),https://mediabiasfactcheck.com/jewish-telegraphic-agency-jta/,center,high,israel,"1,556,381"
jihadica,https://mediabiasfactcheck.com/jihadica/,left-center,high,united states,"183,438"
joint center for polititical and economic studies,https://mediabiasfactcheck.com/joint-center-for-political-and-economic-studies/,left-center,high,united states,"31,580"
journal gazette,https://mediabiasfactcheck.com/journal-gazette-times-courier/,center,high,united states,"214,415"
the journal standard,https://mediabiasfactcheck.com/journal-standard/,center,high,united states,"812,638"
just facts daily,https://mediabiasfactcheck.com/just-facts-daily/,right-center,high,united states,"16,950"
just security,https://mediabiasfactcheck.com/just-security/,left-center,high,united states,"141,107"
justice denied,https://mediabiasfactcheck.com/justice-denied/,center,high,united states,"3,125"
kaiser family foundation,https://mediabiasfactcheck.com/kaiser-family-foundation/,center,high,united states,"929,618"
kait8-tv,https://mediabiasfactcheck.com/kait8-tv/,center,high,united states,0
kansas city star,https://mediabiasfactcheck.com/kansas-city-star/,left-center,high,united states,"1,546,533"
keep and bear,https://mediabiasfactcheck.com/keep-and-bear/,right,high,united states,"15,351"
kmov,https://mediabiasfactcheck.com/kmov/,left-center,high,united states,"113,366"
knight foundation,https://mediabiasfactcheck.com/knight-foundation/,left-center,high,united states,"2,446,290"
know your meme,https://mediabiasfactcheck.com/know-your-meme/,center,high,united states,"3,878,941"
knowhere,https://mediabiasfactcheck.com/knowhere/,center,high,united states,"3,171"
knoxville news senitinel,https://mediabiasfactcheck.com/knoxville-news-sentinel/,center,high,united states,"273,295"
koco news 5,https://mediabiasfactcheck.com/koco-news-5/,left-center,high,united states,"99,271"
kotaku,https://mediabiasfactcheck.com/kotaku/,left-center,high,united states,"10,881,595"
ktla,https://mediabiasfactcheck.com/ktla/,center,high,united states,"416,564"
kutv salt lake city,https://mediabiasfactcheck.com/kutv-salt-lake-city/,right-center,high,united states,"57,198"
la presse,https://mediabiasfactcheck.com/la-presse/,left-center,high,canada,"2,149,716"
la repubblica,https://mediabiasfactcheck.com/la-repubblica/,left-center,high,italy,0
la stampa,https://mediabiasfactcheck.com/la-stampa/,left-center,high,italy,0
laconia daily sun,https://mediabiasfactcheck.com/laconia-daily-sun/,left-center,high,united states,0
lansing state journal,https://mediabiasfactcheck.com/lansing-state-journal/,center,high,united states,"708,902"
laredo morning times,https://mediabiasfactcheck.com/laredo-morning-times-bias-credibility-rating/,right-center,high,united states,"473,767"
