name,news_link,bias_mbfc,reporting_mbfc,country_mbfc,references_mbfc
Crooks and Liars,https://mediabiasfactcheck.com/crooks-and-liars/,Left,Mostly Factual,United States,"3,181,473"
Daily Signal,https://mediabiasfactcheck.com/daily-signal/,Right,Mostly Factual,United States,"603,816"
Daily Torch,https://mediabiasfactcheck.com/daily-torch/,Right,Mostly Factual,United States,0
Democracy Guardian,https://mediabiasfactcheck.com/democracy-guardian/,Left,Mostly Factual,United States,159
Electronic Intifada,https://mediabiasfactcheck.com/electronic-intifada/,Left,Mostly Factual,United States,"323,143"
Emerging Europe,https://mediabiasfactcheck.com/emerging-europe/,Left-Center,Mostly Factual,United Kingdom,0
Esquire Magazine,https://mediabiasfactcheck.com/esquire-magazine/,Left,Mostly Factual,United States,"591,263"
Expressen,https://mediabiasfactcheck.com/expressen/,Right-Center,Mostly Factual,Sweden,0
Fake Hate Crimes,https://mediabiasfactcheck.com/fake-hate-crimes/,Right,Mostly Factual,United States,"5,275"
Financial Post,https://mediabiasfactcheck.com/financial-post/,Right-Center,Mostly Factual,Canada,"221,789"
Finnish News,https://mediabiasfactcheck.com/finnish-news/,Left,Mostly Factual,Finland,0
First Coast News,https://mediabiasfactcheck.com/first-coast-news/,Least Biased,Mostly Factual,United States,0
Forbes,https://mediabiasfactcheck.com/forbes/,Right-Center,Mostly Factual,United States,"6,223,025"
Foreign Policy Research Institute,https://mediabiasfactcheck.com/foreign-policy-research-institute/,Right-Center,Mostly Factual,United States,"55,132"
Fox Business,https://mediabiasfactcheck.com/fox-business/,Right-Center,Mostly Factual,United States,"452,956"
Front Page Live,https://mediabiasfactcheck.com/front-page-live/,Left,Mostly Factual,United States,51
Goteborgs-Posten,https://mediabiasfactcheck.com/goteborgs-posten/,Right-Center,Mostly Factual,Sweden,0
Hot Air,https://mediabiasfactcheck.com/hot-air/,Right,Mostly Factual,United States,"4,746,030"
Huffington Post,https://mediabiasfactcheck.com/huffington-post/,Left,Mostly Factual,United States,"15,441,793"
Human Progress,https://mediabiasfactcheck.com/human-progress/,Right-Center,Mostly Factual,United States,"82,262"
In These Times,https://mediabiasfactcheck.com/in-these-times/,Left,Mostly Factual,United States,"879,984"
Independent Sentinel,https://mediabiasfactcheck.com/independent-sentinel/,Right,Mostly Factual,United States,"191,942"
India.com,https://mediabiasfactcheck.com/india-com/,Right-Center,Mostly Factual,India,0
Intellectual Takeout,https://mediabiasfactcheck.com/intellectual-takeout/,Right,Mostly Factual,United States,"236,432"
Just Facts,https://mediabiasfactcheck.com/just-facts/,Right-Center,Mostly Factual,United States,"4,540"
KDVR-TV,https://mediabiasfactcheck.com/kdvr-tv/,Least Biased,Mostly Factual,United States,0
Las Vegas Sun,https://mediabiasfactcheck.com/las-vegas-sun/,Left-Center,Mostly Factual,United States,"318,891"
LGBTQ Nation,https://mediabiasfactcheck.com/lgbtq-nation/,Left,Mostly Factual,United States,"1,288,042"
ListVerse,https://mediabiasfactcheck.com/listverse/,Right-Center,Mostly Factual,United Kingdom,"135,925"
London Free Press,https://mediabiasfactcheck.com/london-free-press/,Right-Center,Mostly Factual,Canada,"984,418"
Mashable,https://mediabiasfactcheck.com/mashable/,Left,Mostly Factual,United States,"4,260,645"
Nation of Change,https://mediabiasfactcheck.com/nation-of-change/,Left,Mostly Factual,United States,"169,438"
National Review,https://mediabiasfactcheck.com/national-review/,Right,Mostly Factual,United States,"3,922,194"
Natural Resources Defense Council,https://mediabiasfactcheck.com/natural-resources-defense-council/,Left,Mostly Factual,United States,"462,059"
News and Guts,https://mediabiasfactcheck.com/news-and-guts/,Left-Center,Mostly Factual,United States,"6,685"
News and News,https://mediabiasfactcheck.com/news-and-news/,Least Biased,Mostly Factual,United States,"3,725"
News.com.au,https://mediabiasfactcheck.com/news-com-au/,Right-Center,Mostly Factual,Australia,"13,230,362"
NewsOne,https://mediabiasfactcheck.com/newsone/,Left,Mostly Factual,United States,"156,933"
North99,https://mediabiasfactcheck.com/north99/,Left,Mostly Factual,Canada,940
PinkNews,https://mediabiasfactcheck.com/pink-news/,Left,Mostly Factual,United Kingdom,"317,147"
Pluralist,https://mediabiasfactcheck.com/pluralist/,Right,Mostly Factual,United States,527
Radio Free Europe / Radio Liberty,https://mediabiasfactcheck.com/radio-free-europe-radio-liberty/,Least Biased,Mostly Factual,United States,"896,717"
Real Clear Investigations,https://mediabiasfactcheck.com/real-clear-investigations/,Right-Center,Mostly Factual,United States,"39,690"
Real Clear Politics,https://mediabiasfactcheck.com/real-clear-politics/,Right-Center,Mostly Factual,United States,"3,928,705"
Right Wing Watch,https://mediabiasfactcheck.com/right-wing-watch/,Left,Mostly Factual,United States,"661,998"
Second Nexus,https://mediabiasfactcheck.com/second-nexus/,Left-Center,Mostly Factual,United States,"14,626"
Shondaland,https://mediabiasfactcheck.com/shondaland/,Left,Mostly Factual,United States,0
Southern Patriot News,https://mediabiasfactcheck.com/southern-patriot-news/,Right,Mostly Factual,United States,4
Talking Points Memo,https://mediabiasfactcheck.com/talking-points-memo/,Left,Mostly Factual,United States,"6,366,737"
Tax Foundation,https://mediabiasfactcheck.com/tax-foundation/,Right-Center,Mostly Factual,United States,"491,857"
Teen Vogue,https://mediabiasfactcheck.com/teen-vogue/,Left,Mostly Factual,United States,"70,543"
The Blue Route,https://mediabiasfactcheck.com/the-blue-route/,Left,Mostly Factual,United States,6
The Ghion Journal,https://mediabiasfactcheck.com/the-ghion-journal/,Left,Mostly Factual,United States,"20,954"
The Hill,https://mediabiasfactcheck.com/the-hill/,Right-Center,Mostly Factual,United States,"2,663,933"
The London Economic,https://mediabiasfactcheck.com/the-london-economic/,Left,Mostly Factual,United Kingdom,"29,239"
The Morning Star,https://mediabiasfactcheck.com/the-morning-star/,Left,Mostly Factual,United Kingdom,"180,558"
The Post Millennial,https://mediabiasfactcheck.com/the-post-millennial/,Right,Mostly Factual,Canada,"11,394"
The Spectator (uk),https://mediabiasfactcheck.com/the-spectator-uk/,Right-Center,Mostly Factual,United Kingdom,"3,074,835"
The Straits Times,https://mediabiasfactcheck.com/the-straits-times/,Right-Center,Mostly Factual,Singapore,"3,422,780"
TheGrio,https://mediabiasfactcheck.com/thegrio/,Left,Mostly Factual,United States,"464,637"
Toronto Sun,https://mediabiasfactcheck.com/toronto-sun/,Right,Mostly Factual,Canada,"543,426"
Tribunist,https://mediabiasfactcheck.com/tribunist/,Right,Mostly Factual,United States,"1,021"
Vanity Fair,https://mediabiasfactcheck.com/vanity-fair/,Left,Mostly Factual,United States,"1,640,670"
Vox,https://mediabiasfactcheck.com/vox/,Left,Mostly Factual,United States,"8,056,806"
Wall Street Journal,https://mediabiasfactcheck.com/wall-street-journal/,Right-Center,Mostly Factual,United States,"15,408,093"
Washington Journal (Not C-Span),http://mediabiasfactcheck.com/washington-monthly/,Left,High,United States,0
1010 WINS AM,https://mediabiasfactcheck.com/1010-wins-am/,Least Biased,High,United States,0
12 News KPNX,https://mediabiasfactcheck.com/12-news-kpnx/,Least Biased,High,United States,0
38 North,https://mediabiasfactcheck.com/38-north/,Least Biased,High,United States,"82,340"
680 News,https://mediabiasfactcheck.com/680-news/,Least Biased,High,Canada,"410,703"
71 Republic,https://mediabiasfactcheck.com/71-republic/,Right-Center,High,United States,"19,485"
9 News (Australia),https://mediabiasfactcheck.com/9-news-australia/,Right-Center,High,Australia,"712,940"
972 Magazine,https://mediabiasfactcheck.com/972-magazine/,Left-Center,High,Israel,"222,307"
ABC News Australia,https://mediabiasfactcheck.com/abc-news-australia/,Left-Center,High,Australia,"5,532,550"
ABC News,https://mediabiasfactcheck.com/abc-news/,Left-Center,High,United States,"17,070,597"
ABC11 Eyewitness News,https://mediabiasfactcheck.com/abc11-eyewitness-news/,Left-Center,High,United States,"163,789"
ABC12/WJRT-TV,https://mediabiasfactcheck.com/abc12-news-wjrt/,Least Biased,High,United States,
Above the Law,https://mediabiasfactcheck.com/above-the-law/,Left-Center,High,United States,"807,265"
ABS-CBN,https://mediabiasfactcheck.com/abs-cbn-news/,Least Biased,High,Philippines,"671,838"
The Advocate,https://mediabiasfactcheck.com/advocate/,Left,High,United States,"484,781"
Aeon,https://mediabiasfactcheck.com/aeon/,Left-Center,High,United Kingdom,"207,882"
Affinity Magazine,https://mediabiasfactcheck.com/affinity-magazine/,Left-Center,High,United States,"37,114"
Agence France-Presse (AFP),https://mediabiasfactcheck.com/afp-agence-france-presse/,Least Biased,High,France,"2,117,406"
Africa News,https://mediabiasfactcheck.com/africa-news/,Least Biased,High,Congo - Brazzaville,"3,561,718"
African Arguments,https://mediabiasfactcheck.com/african-arguments/,Left-Center,High,United Kingdom,"75,962"
Against Crony Capitalism,https://mediabiasfactcheck.com/against-crony-capitialism/,Right,High,United States,"11,497"
Agenzia Nazionale Stampa Associata (ANSA),https://mediabiasfactcheck.com/agenzia-nazionale-stampa-associata-ansa/,Least Biased,High,Italy,"5,565,850"
Agerpres,https://mediabiasfactcheck.com/agerpres/,Least Biased,High,Romania,"2,909,541"
Airwars,https://mediabiasfactcheck.com/airwars/,Least Biased,High,United States,"33,321"
Akkadian Times,https://mediabiasfactcheck.com/akkadian-times/,Left,High,United States,523
Akron Beacon Journal,https://mediabiasfactcheck.com/akron-beacon-journal/,Left-Center,High,United States,360
Al Arabiya,https://mediabiasfactcheck.com/al-arabiya/,Least Biased,High,Saudi Arabia,"3,542,107"
Al Bawaba,https://mediabiasfactcheck.com/al-bawaba/,Least Biased,High,Jordan,"1,063,901"
Al.com (Alabama News),https://mediabiasfactcheck.com/al-com-alabama-news/,Right-Center,High,United States,"3,170,619"
Al-Hayat,https://mediabiasfactcheck.com/al-hayat/,Left-Center,High,United Arab Emirates,"376,686"
Al Majalla,https://mediabiasfactcheck.com/al-majalla/,Least Biased,High,United Kingdom,"4,378"
Al Monitor,https://mediabiasfactcheck.com/al-monitor/,Left-Center,High,United States,"217,900"
Alabama Political Reporter,https://mediabiasfactcheck.com/alabama-political-reporter/,Least Biased,High,United States,"80,359"
Alabama Today,https://mediabiasfactcheck.com/alabama-today/,Least Biased,High,United States,"1,476"
Alan Guttmacher Institute,https://mediabiasfactcheck.com/alan-guttmacher-institute/,Left-Center,High,United States,"47,283"
Alaska Dispatch News,https://mediabiasfactcheck.com/alaska-dispatch-news/,Left-Center,High,United States,"290,439"
Albany Democrat-Herald,https://mediabiasfactcheck.com/albany-democrat-herald/,Least Biased,High,United States,"14,521"
Albany Times-Union,https://mediabiasfactcheck.com/albany-times-union/,Left-Center,High,United States,"1,206,234"
Alberta Views,https://mediabiasfactcheck.com/alberta-views-bias/,Left-Center,High,Canada,"2,429"
Albuquerque Journal,https://mediabiasfactcheck.com/albuquerque-journal/,Right-Center,High,United States,"402,312"
Ad Fontes Media,https://mediabiasfactcheck.com/all-generalizations-are-false-ad-fontes-media/,Least Biased,High,United States,453
AllGov,https://mediabiasfactcheck.com/allgov/,Left-Center,High,United States,"197,970"
Alliance for Justice (AFJ),https://mediabiasfactcheck.com/alliance-for-justice-afj/,Left,High,United States,"137,870"
Alliance For Securing Democracy,https://mediabiasfactcheck.com/alliance-securing-democracy/,Least Biased,High,United States,"2,917"
Allied Progress,https://mediabiasfactcheck.com/allied-progress/,Left-Center,High,United States,424
AM New York,https://mediabiasfactcheck.com/am-new-york/,Left-Center,High,United States,"1,543,565"
Amandla,https://mediabiasfactcheck.com/amandla/,Left,High,South Africa,"5,168"
Amarillo Globe-News,https://mediabiasfactcheck.com/amarillo-globe-news/,Least Biased,High,United States,"94,251"
America Magazine,https://mediabiasfactcheck.com/america-magazine/,Left-Center,High,United States,"186,574"
America Rising PAC,https://mediabiasfactcheck.com/america-rising-pac/,Right,High,United States,"15,020"
America Blog,https://mediabiasfactcheck.com/americablog/,Left,High,United States,"1,392,226"
American Affairs Journal,https://mediabiasfactcheck.com/american-affairs-journal/,Right-Center,High,United States,"12,949"
American Council on Science and Health (ACSH),https://mediabiasfactcheck.com/american-council-on-science-and-health/,Right-Center,High,United States,"108,248"
American Firearms Institute,https://mediabiasfactcheck.com/american-firearms-institute/,Right-Center,High,United States,"2,205"
American Heritage,https://mediabiasfactcheck.com/american-heritage/,Least Biased,High,United States,"98,684"
American Immigration Council,https://mediabiasfactcheck.com/american-immigration-council/,Left-Center,High,United States,"70,632"
American Institute for Economic Research,https://mediabiasfactcheck.com/american-institute-for-economic-research/,Right-Center,High,United States,"4,815"
American Public Media,https://mediabiasfactcheck.com/american-public-media/,Left-Center,High,United States,"675,248"
Americans United for Separation of Church and State,https://mediabiasfactcheck.com/american-united-separation-church-state/,Left,High,United States,"388,691"
Americas Quarterly,https://mediabiasfactcheck.com/americas-quarterly/,Right-Center,High,United States,"183,028"
Amnesty International,https://mediabiasfactcheck.com/amnesty-international/,Left-Center,High,United Kingdom,"3,667,337"
Anderson Independent Mail,https://mediabiasfactcheck.com/anderson-independent-mail/,Least Biased,High,United States,0
Angry White Men,https://mediabiasfactcheck.com/angry-white-men/,Left,High,United States,"31,454"
Anniston Star,https://mediabiasfactcheck.com/anniston-star/,Left-Center,High,United States,"41,995"
Anti-Defamation League (ADL),https://mediabiasfactcheck.com/anti-defamation-league/,Left-Center,High,United States,"1,408,540"
Anti-Fascist News,https://mediabiasfactcheck.com/anti-fascist-news/,Left,High,United States,"5,733"
AOL,https://mediabiasfactcheck.com/aol/,Left-Center,High,United States,"30,319,399"
APM Reports,https://mediabiasfactcheck.com/apm-reports/,Left-Center,High,United States,"4,054"
Ara News,https://mediabiasfactcheck.com/ara-news/,Left-Center,High,Syria,"43,805"
Arab News,https://mediabiasfactcheck.com/arab-news/,Right-Center,High,Saudi Arabia,"1,115,389"
Arc Digital,https://mediabiasfactcheck.com/arc-digital/,Least Biased,High,United States,0
Arizona Capitol Times,https://mediabiasfactcheck.com/arizona-capitol-times/,Least Biased,High,United States,"177,034"
Arizona Daily Star,https://mediabiasfactcheck.com/arizona-daily-star/,Left-Center,High,United States,"1,758,081"
Arizona Daily Sun,https://mediabiasfactcheck.com/arizona-daily-sun/,Left-Center,High,United States,"58,255"
Arizona Republic,https://mediabiasfactcheck.com/arizona-republic/,Left-Center,High,United States,"5,965,192"
Arkansas Democrat-Gazette,https://mediabiasfactcheck.com/arkansas-democrat-gazette/,Right-Center,High,United States,"1,518,710"
Arkansas Times,https://mediabiasfactcheck.com/arkansas-times/,Left-Center,High,United States,"23,531"
Arms Control Association,https://mediabiasfactcheck.com/arms-control-association/,Left-Center,High,United States,"66,863"
Ars Technica,https://mediabiasfactcheck.com/ars-technica/,Least Biased,High,United States,"4,374,188"
Arutz Sheva (Israel National News),https://mediabiasfactcheck.com/arutz-sheva-israel-national-news/,Right-Center,High,Israel,"1,632,706"
Asheboro Courier-Tribune,https://mediabiasfactcheck.com/asheboro-courier-tribune/,Least Biased,High,United States,0
Asheville Citizen-Times,https://mediabiasfactcheck.com/asheville-citizen-times/,Left-Center,High,United States,"1,266,496"
Asia Times,https://mediabiasfactcheck.com/asia-times/,Least Biased,High,Hong Kong SAR China,"2,716,978"
Asian Correspondent,https://mediabiasfactcheck.com/asian-correspondent/,Left-Center,High,United Kingdom,"190,266"
Atlanta Black Star,https://mediabiasfactcheck.com/atlanta-black-star/,Left-Center,High,United States,"243,450"
Atlanta Journal-Constitution,https://mediabiasfactcheck.com/atlanta-journal-constitution/,Left-Center,High,United States,"6,171,691"
Atlantic Council,https://mediabiasfactcheck.com/atlantic-council/,Left-Center,High,United States,"191,038"
Atlantic Media,https://mediabiasfactcheck.com/atlantic-media/,Left-Center,High,United States,"5,117"
Atlas Obscura,https://mediabiasfactcheck.com/atlas-obscura/,Least Biased,High,United States,"180,134"
ATTN:,https://mediabiasfactcheck.com/attn/,Left-Center,High,United States,"6,935"
Austin American-Statesman,https://mediabiasfactcheck.com/austin-american-statesman/,Left-Center,High,United States,"2,303,784"
Austin Daily Herald,https://mediabiasfactcheck.com/austin-daily-herald-minnesota/,Left-Center,High,United States,0
